country,income_cat,n,c,axfin,gamma_SP,k,fa,v,shew
Paraguay,nonpoor,0.8,10383.336626643419,0.14778729999999998,1.169071222663828,28331.16272434868,0.01435437763819067,0.37198697499999994,0.6400000000000002
Paraguay,poor,0.2,1663.0617165918732,0.02127697,0.3237151093446875,3969.810633245982,0.015937152075711874,0.6999999999999998,0.6400000000000002
Peru,nonpoor,0.8,14037.182943799397,0.1674962,1.2012667987573205,51859.93120583251,0.09002710141405133,0.143717125,0.4799999999999999
Peru,poor,0.2,2688.878803443917,0.05837516,0.1949328049707179,10317.11835636435,0.08693264221599599,0.5818234999999999,0.4799999999999999
Philippines,nonpoor,0.8,8159.335314659961,0.21633840000000001,1.1883517570626365,29724.575343753386,0.10586906076915038,0.22297463449207036,0.4799999999999999
Philippines,poor,0.2,2053.7102492681533,0.04855937,0.24659297174945372,7869.980232769092,0.10533836526707187,0.3,0.4799999999999999
Poland,nonpoor,0.8,29124.08451557755,0.28244400000000003,1.1305738280307096,71666.35432734799,0.023678386659529413,0.12597759214313936,0.8
Poland,poor,0.2,10116.35410409584,0.09776094,0.4777046878771613,19752.505426878448,0.022490208603863953,0.4342145961505898,0.8
Portugal,nonpoor,0.8,31045.291620325574,0.3085544,1.1512159391683818,165364.3880565309,0.009566414390185657,0.10000000000000002,0.6400000000000002
Portugal,poor,0.2,8561.92970394869,0.160451,0.3951362433264726,36300.61685056283,0.01062124773351613,0.10499999999999998,0.6400000000000002
Romania,nonpoor,0.8,23331.020074823915,0.18426589999999998,1.10233116689204,89197.36115961593,0.017702426217398738,0.3258363,0.6400000000000002
Romania,poor,0.2,9094.79623636683,0.055712230000000015,0.5906753324318401,25730.171075705846,0.0188243157420399,0.6999999999999998,0.6400000000000002
Russian Federation,nonpoor,0.8,28376.245942618985,0.18236010000000002,1.1494969894192417,81772.7087707798,0.018743584167965153,0.14391789639329458,0.0
Russian Federation,poor,0.2,7116.678047245568,0.11406239999999998,0.4020120423230328,18368.622136081944,0.019233986529626206,0.6020671383191284,0.0
Rwanda,nonpoor,0.8,1961.589693135704,0.3914391,1.186944160490268,2752.4568441029687,0.025576829548267024,0.6824999999999998,0.6400000000000002
Rwanda,poor,0.2,429.5180047410318,0.06397243000000001,0.25222335803892715,604.1698277443609,0.017062497625622335,0.7000000000000002,0.6400000000000002
