country,income_cat,n,c,axfin,gamma_SP,k,fa,v,shew
Senegal,nonpoor,0.8,2669.8032010595316,0.1060924,1.2092686546112592,11707.95626951201,0.003408020230877144,0.6849999999999998,0.4799999999999999
Senegal,poor,0.2,688.9081285254741,0.008773695,0.16292538155496278,3422.87322624913,0.002537491244992291,0.6999999999999997,0.4799999999999999
Serbia,nonpoor,0.8,15174.810505846222,0.11498039999999998,1.117283691188846,69848.3412444162,0.03796825555278968,0.44134872157499994,0.3200000000000001
Serbia,poor,0.2,5689.516615338604,0.0419454,0.5308652352446162,22208.588054378197,0.04133140975125879,0.6999999999999998,0.3200000000000001
Sierra Leone,nonpoor,0.8,1696.6581084274094,0.1585936,1.1703817065457565,4167.913802983859,0.007288002192660916,0.6734349004145419,0.6400000000000002
Sierra Leone,poor,0.2,582.9325936653626,0.03622707,0.31847317381697426,1441.3480503614085,0.007223419949254316,0.6999999999999997,0.6400000000000002
Slovak Republic,nonpoor,0.8,32273.423679207568,0.5120568,1.1319931203751643,106115.88234412951,0.017576138696633183,0.44143322644999994,0.6400000000000002
Slovak Republic,poor,0.2,12177.58424665219,0.33115959999999994,0.4720275184993424,37355.3916881932,0.014009663313264748,0.6999999999999998,0.6400000000000002
Slovenia,nonpoor,0.8,32941.829180112625,0.3861343,1.046982349089151,155212.2409788539,0.035306889027541276,0.34302908809524857,0.8
Slovenia,poor,0.2,13719.397114649975,0.24092039999999998,0.812070603643396,36457.01478540943,0.03650117484862403,0.6999999999999998,0.8
South Africa,nonpoor,0.8,15108.927563023362,0.4081099,1.1157725736720756,37282.616146450244,0.005847394125772949,0.6416008539893611,0.4799999999999999
South Africa,poor,0.2,1530.5670493455436,0.21105010000000002,0.5369097053116976,1193.5110729227902,0.006051667388066839,0.6999999999999997,0.4799999999999999
Spain,nonpoor,0.8,37953.442258424686,0.5667167,1.1628692933202385,209439.28417535787,0.011033570116452188,0.10000000000000002,0.6400000000000002
Spain,poor,0.2,9278.940042806715,0.3559562000000001,0.3485228267190463,42534.27408194285,0.012158139161158094,0.10499999999999998,0.6400000000000002
Sri Lanka,nonpoor,0.8,12823.57943815329,0.3952670999999999,1.177956368593171,37889.59069758656,0.004948696615625637,0.673890576643806,0.6400000000000002
Sri Lanka,poor,0.2,3944.017109128343,0.21430860000000002,0.2881745256273155,11887.618041097752,0.004204528537563276,0.7000000000000002,0.6400000000000002
Sudan,nonpoor,0.8,4800.094337955174,0.1002178,1.25,5035.845923663746,0.011406322243552008,0.6,0.4799999999999999
Sudan,poor,0.2,1405.3077220371017,0.03672906,0.0,1575.3114329437442,0.008198083119507251,0.6999999999999997,0.4799999999999999
Swaziland,nonpoor,0.8,9746.459364364466,0.2348936,1.1718010728487587,51342.57071887601,0.021159746614455622,0.2999999999999999,0.4799999999999999
Swaziland,poor,0.2,1624.4098940607441,0.09158991,0.31279570860496425,7940.558014782635,0.022670587982993592,0.5379999999999999,0.4799999999999999
Sweden,nonpoor,0.8,51913.51285739235,0.8096492,1.1109441165302707,147411.27150193314,0.001879637379972854,0.26086893749999995,0.6400000000000002
Sweden,poor,0.2,19787.40687225908,0.6662127999999999,0.5562235338789173,46790.42304318185,0.0020868941536078944,0.3000000000000001,0.6400000000000002
Switzerland,nonpoor,0.8,64931.48817401198,0.6177222,1.0980129365118156,234131.09713549312,0.023291544780375473,0.2394999999999999,0.8
Switzerland,poor,0.2,22861.309512686625,0.4604134,0.6079482539527377,61715.938131831404,0.024893720119927614,0.5700000000000001,0.8
Tajikistan,nonpoor,0.8,3034.311111793428,0.02125592,1.051771528198204,8061.080002171985,0.1161045805177341,0.12597759214313936,0.4799999999999999
Tajikistan,poor,0.2,1169.678529664038,0.006333106999999999,0.7929138872071837,2280.8852828164163,0.11869795920585981,0.43421459615058977,0.4799999999999999
Tanzania,nonpoor,0.8,2906.30753993992,0.1217031,1.075129061215629,7075.209115071753,0.01081554624492977,0.4424472127146907,0.6400000000000002
Tanzania,poor,0.2,924.9481407473696,0.04258187,0.6994837551374831,2071.974911231711,0.010362654077386714,0.6999999999999998,0.6400000000000002
Thailand,nonpoor,0.8,17853.90532523144,0.4691411,1.1532928133443885,74527.5533978624,0.029332644059979134,0.123626645,0.6400000000000002
Thailand,poor,0.2,5317.61314725922,0.3132831,0.38682874662244593,21164.129626734943,0.03234729019246162,0.6523446,0.6400000000000002
Togo,nonpoor,0.8,1631.6470217479725,0.08989002000000001,1.1906036801923074,4398.874809541112,0.00751567659312316,0.6973988599523725,0.16000000000000006
Togo,poor,0.2,331.2327462453591,0.03249362,0.2375852792307701,894.5740343444378,0.008387728423246229,0.6999999999999997,0.16000000000000006
Tunisia,nonpoor,0.8,12556.395927373555,0.1407694,1.0747684853629915,51038.06640512119,0.041756751421521694,0.10000000000000002,0.4799999999999999
Tunisia,poor,0.2,3624.0825384892896,0.046129760000000006,0.7009260585480339,11880.981247173164,0.045761465099149294,0.5644477,0.4799999999999999
Turkey,nonpoor,0.8,22904.987463135905,0.1221136,1.1482383827499463,55931.0637129548,0.014150835970820558,0.22103853749999994,0.6400000000000002
Turkey,poor,0.2,5682.460780998882,0.04858122,0.40704646900021446,12351.00594598058,0.01444003680204849,0.6999999999999998,0.6400000000000002
Uganda,nonpoor,0.8,2034.8703558335242,0.2338443,1.1976265322009503,3538.225168489305,0.015087533305743984,0.3820205969835944,0.4799999999999999
Uganda,poor,0.2,552.8310748868524,0.06975457,0.20949387119619828,1001.7334818258938,0.01980317082993985,0.6999999999999998,0.4799999999999999
Ukraine,nonpoor,0.8,8347.101261110627,0.10913350000000001,1.0625533692403302,35128.651534981924,0.011617730758324887,0.4153083161363591,0.0
Ukraine,poor,0.2,3896.2460381286905,0.03185545,0.7497865230386794,11138.903253364897,0.012872915004014726,0.6999999999999998,0.0
United Kingdom,nonpoor,0.8,44521.4652150562,0.6278858,1.1022001720320362,152137.1629479586,0.008285448212049493,0.2616344,0.8
United Kingdom,poor,0.2,14460.209915237196,0.3657089000000001,0.591199311871855,26648.227995093464,0.008632383042969448,0.2999999999999999,0.8
United States,nonpoor,0.8,62520.35592626611,0.6432125000000001,0.9083078101071975,202271.8862257502,0.006939078287094996,0.27848915166168753,0.6400000000000002
United States,poor,0.2,13439.570715446032,0.38833190000000006,1.3667687595712095,17679.08610836117,0.007362858027885354,0.3927198494711082,0.6400000000000002
Uruguay,nonpoor,0.8,23645.914127801436,0.17571460000000005,1.14542851276143,82752.48113216396,0.004153049041103858,0.40005741249999993,0.4799999999999999
Uruguay,poor,0.2,5177.609717257229,0.05289780000000001,0.41828594895428,10770.917011569463,0.0046109818073801455,0.6999999999999998,0.4799999999999999
Uzbekistan,nonpoor,0.8,6615.414906079116,0.025224540000000004,1.072641913633252,9273.462400799557,0.059893153434212504,0.12597759214313933,0.0
Uzbekistan,poor,0.2,2120.81998717248,0.008141437999999999,0.7094323454669924,2050.383971475455,0.06078452934381632,0.4342145961505898,0.0
"Venezuela, RB",nonpoor,0.8,20295.077740955283,0.2550486,1.1981031647417386,64881.565601004644,0.010448136891822331,0.6764212741773349,0.0
"Venezuela, RB",poor,0.2,2666.3229587373603,0.1876162,0.20758734103304577,8209.106139279396,0.01082504386487707,0.6999999999999997,0.0
Vietnam,nonpoor,0.8,6617.410698105282,0.1847556,1.214955105021761,24358.81982165633,0.05088714735258896,0.21724682499999998,0.6400000000000002
Vietnam,poor,0.2,1867.4119045290142,0.09144979,0.14017957991295543,7631.745323910885,0.04673187368637562,0.3,0.6400000000000002
Zambia,nonpoor,0.8,4331.347633286838,0.2458853,1.1726822765764506,10198.061461704916,0.009646107838739721,0.4424472127146907,0.6400000000000002
Zambia,poor,0.2,686.2432470245493,0.055189309999999984,0.3092708936941977,1513.3871101131804,0.0157011423506688,0.6999999999999998,0.6400000000000002
Zimbabwe,nonpoor,0.8,1975.1799984506802,0.08131872,1.14388320762454,103.53122317752073,0.004888020441872401,0.6416008539893611,0.6400000000000002
Zimbabwe,poor,0.2,489.1281465845796,0.008329735,0.42446716950183944,24.13004768117058,0.0025488108088584194,0.6999999999999997,0.6400000000000002
