scenario,r,eta,insu,v,proba,Keq,Kopt,K1,Weq,Wopt,W1,Weq_rel,Wopt_rel,W1_rel
183,0.04,0.5,0.25,0.25,0.002,222.243276,222.2096758,213.9709571,41.58727303,41.58633924,32.96921731,1.175448583,1.199118104,1.055117651
184,0.04,0.5,0.25,0.25,0.003,222.1561303,222.0802091,213.9709571,41.52931162,41.52721889,32.95164324,1.173810326,1.197413403,1.054555226
185,0.04,0.5,0.25,0.25,0.004,222.0690427,221.9335406,213.9709571,41.47139373,41.46768916,32.93406917,1.172173299,1.195696898,1.053992801
186,0.04,0.5,0.25,0.25,0.005,221.9820132,221.7695246,213.9709571,41.41351933,41.40775735,32.91649509,1.1705375,1.193968798,1.053430376
187,0.04,0.5,0.25,0.25,0.006,221.8950415,221.5880474,213.9709571,41.35568837,41.34743157,32.89892102,1.16890293,1.192229339,1.052867951
188,0.04,0.5,0.25,0.25,0.007,221.8081278,221.3890281,213.9709571,41.2979008,41.28672068,32.88134695,1.167269586,1.190478776,1.052305526
189,0.04,0.5,0.25,0.25,0.008,221.721272,221.1724205,213.9709571,41.24015659,41.22563434,32.86377288,1.165637468,1.188717386,1.051743101
190,0.04,0.5,0.25,0.25,0.009,221.6344739,220.9382129,213.9709571,41.18245569,41.16418294,32.84619881,1.164006574,1.186945471,1.051180676
191,0.04,0.5,0.25,0.25,0.01,221.5477336,220.6864262,213.9709571,41.12479806,41.10237751,32.82862474,1.162376903,1.185163347,1.050618251
192,0.04,0.5,0.25,0.25,0.011,221.461051,220.4171171,213.9709571,41.06718365,41.04022981,32.81105067,1.160748453,1.183371354,1.050055826
193,0.04,0.5,0.25,0.25,0.012,221.3744261,220.1303782,213.9709571,41.00961243,40.97775223,32.7934766,1.159121224,1.181569849,1.049493401
194,0.04,0.5,0.25,0.25,0.013,221.2878587,219.826335,213.9709571,40.95208435,40.91495774,32.77590253,1.157495215,1.179759206,1.048930976
195,0.04,0.5,0.25,0.25,0.014,221.2013489,219.5051451,213.9709571,40.89459937,40.85185982,32.75832846,1.155870423,1.177939814,1.048368551
196,0.04,0.5,0.25,0.25,0.015,221.1148965,219.1669998,213.9709571,40.83715745,40.78847247,32.74075438,1.154246849,1.176112076,1.047806126
197,0.04,0.5,0.25,0.25,0.02,220.6834949,217.2306919,213.9709571,40.5505922,40.46771055,32.65288403,1.14614719,1.166863091,1.044994001
198,0.04,0.5,0.25,0.25,0.025,220.2535223,214.9151082,213.9709571,40.26509705,40.14199406,32.56501367,1.138077778,1.157471244,1.042181876
199,0.04,0.5,0.25,0.25,0.03,219.8249719,212.2707176,213.9709571,39.98066676,39.81328974,32.47714332,1.130038463,1.147993245,1.039369751
200,0.04,0.5,0.25,0.25,0.035,219.3978371,209.3546257,213.9709571,39.69729614,39.4834782,32.38927296,1.122029099,1.138483319,1.036557626
201,0.04,0.5,0.25,0.25,0.04,218.9721112,206.2249031,213.9709571,39.41498002,39.15424678,32.30140261,1.114049541,1.128990121,1.033745501
202,0.04,0.5,0.25,0.25,0.045,218.5477879,202.9363248,213.9709571,39.13371327,38.82703109,32.21353225,1.106099642,1.119555045,1.030933376
203,0.04,0.5,0.25,0.25,0.05,218.1248604,199.5378265,213.9709571,38.85349076,38.5029999,32.1256619,1.098179259,1.110211793,1.028121251
204,0.04,0.5,0.25,0.25,0.06,217.2831675,192.5716667,213.9709571,38.29615827,37.86792309,31.94992119,1.082426466,1.091899719,1.022497001
205,0.04,0.5,0.25,0.25,0.07,216.4469811,185.5795898,213.9709571,37.74294233,37.25383609,31.77418048,1.066790026,1.074192875,1.01687275
206,0.04,0.5,0.25,0.25,0.08,215.6162506,178.721962,213.9709571,37.19380322,36.66304528,31.59843977,1.051268817,1.057157763,1.0112485
207,0.04,0.5,0.25,0.25,0.09,214.7909257,172.0926056,213.9709571,36.6487017,36.09626916,31.42269906,1.035861728,1.0408151,1.00562425
208,0.04,0.5,0.25,0.25,0.1,213.9709571,165.7413893,213.9709571,36.107599,35.55328861,31.24695835,1.020567664,1.025158569,1
209,0.04,0.5,0.25,0.25,0.11,213.1562956,159.6904755,213.9709571,35.57045683,35.03336255,31.07121764,1.005385543,1.010166801,0.99437575
210,0.04,0.5,0.25,0.25,0.12,212.3468931,153.945055,213.9709571,35.03723736,34.53548007,30.89547693,0.990314296,0.995810647,0.9887515
211,0.04,0.5,0.25,0.5,0,477.1544113,477.1544113,90.32449542,44.53441218,44.53441218,33.00436545,1.258748359,1.284124087,1.056242501
212,0.04,0.5,0.25,0.5,0.001,94.19550073,94.19405735,90.32449542,35.28798946,35.28786816,32.96921731,0.99740171,1.017505324,1.055117651
213,0.04,0.5,0.25,0.5,0.002,94.15499611,94.14920056,90.32449542,35.2375073,35.23702292,32.93406917,0.99597485,1.016039231,1.053992801
214,0.04,0.5,0.25,0.5,0.003,94.1145211,94.1014322,90.32449542,35.18706658,35.18597865,32.89892102,0.994549162,1.014567398,1.052867951
215,0.04,0.5,0.25,0.5,0.004,94.07407567,94.05072141,90.32449542,35.13666726,35.13473678,32.86377288,0.993124645,1.013089869,1.051743101
216,0.04,0.5,0.25,0.5,0.005,94.03365976,93.99703807,90.32449542,35.0863093,35.08329883,32.82862474,0.991701296,1.011606685,1.050618251
217,0.04,0.5,0.25,0.5,0.006,93.99327336,93.9403539,90.32449542,35.03599265,35.03166651,32.7934766,0.990279115,1.010117897,1.049493401
218,0.04,0.5,0.25,0.5,0.007,93.95291646,93.88064205,90.32449542,34.98571727,34.97984164,32.75832846,0.9888581,1.008623557,1.048368551
219,0.04,0.5,0.25,0.5,0.008,93.91258898,93.81787671,90.32449542,34.9354831,34.92782618,32.72318031,0.98743825,1.007123721,1.047243701
220,0.04,0.5,0.25,0.5,0.009,93.87229094,93.75203383,90.32449542,34.88529012,34.87562223,32.68803217,0.986019565,1.00561845,1.046118851
221,0.04,0.5,0.25,0.5,0.01,93.83202228,93.68309115,90.32449542,34.83513827,34.82323206,32.65288403,0.984602041,1.00410781,1.044994001
222,0.04,0.5,0.25,0.5,0.011,93.79178298,93.6110276,90.32449542,34.78502751,34.77065803,32.61773589,0.98318568,1.002591868,1.043869151
223,0.04,0.5,0.25,0.5,0.012,93.751573,93.53582394,90.32449542,34.7349578,34.71790267,32.58258775,0.981770478,1.001070697,1.042744301
224,0.04,0.5,0.25,0.5,0.013,93.71139231,93.45746326,90.32449542,34.68492908,34.66496868,32.5474396,0.980356435,0.999544376,1.041619451
225,0.04,0.5,0.25,0.5,0.014,93.6712409,93.37592912,90.32449542,34.63494132,34.61185881,32.51229146,0.97894355,0.998012984,1.040494601
226,0.04,0.5,0.25,0.5,0.015,93.63111873,93.29120874,90.32449542,34.58499448,34.55857609,32.47714332,0.977531822,0.996476607,1.039369751
227,0.04,0.5,0.25,0.5,0.02,93.43094534,92.81944826,90.32449542,34.33587241,34.28968116,32.30140261,0.97049048,0.988723177,1.033745501
228,0.04,0.5,0.25,0.5,0.025,93.23149838,92.26704228,90.32449542,34.0877666,34.01698097,32.1256619,0.963477863,0.980860025,1.028121251
229,0.04,0.5,0.25,0.5,0.03,93.03277414,91.63447094,90.32449542,33.84067159,33.7409844,31.94992119,0.956493816,0.972901823,1.022497001
230,0.04,0.5,0.25,0.5,0.035,92.83476891,90.92348677,90.32449542,33.594582,33.46226431,31.77418048,0.949538186,0.96486509,1.01687275
231,0.04,0.5,0.25,0.5,0.04,92.63747904,90.13706109,90.32449542,33.34949245,33.1814422,31.59843977,0.942610823,0.956767746,1.0112485
232,0.04,0.5,0.25,0.5,0.045,92.44090086,89.27928161,90.32449542,33.10539762,32.89917152,31.42269906,0.935711575,0.948628634,1.00562425
233,0.04,0.5,0.25,0.5,0.05,92.24503079,88.355196,90.32449542,32.86229222,32.61611996,31.24695835,0.928840292,0.940467006,1
234,0.04,0.5,0.25,0.5,0.06,91.85540053,86.33190823,90.32449542,32.37902869,32.05031247,30.89547693,0.915181031,0.924152273,0.9887515
235,0.04,0.5,0.25,0.5,0.07,91.46855982,84.11904144,90.32449542,31.89966024,31.4890261,30.54399551,0.901631862,0.907967904,0.977502999
236,0.04,0.5,0.25,0.5,0.08,91.08448048,81.77074146,90.32449542,31.42414577,30.93659732,30.19251409,0.888191625,0.892038939,0.966254499
237,0.04,0.5,0.25,0.5,0.09,90.70313482,79.3381958,90.32449542,30.95244476,30.39649252,29.84103267,0.874859174,0.876465329,0.955005999
238,0.04,0.5,0.25,0.5,0.1,90.32449542,76.86627585,90.32449542,30.48451721,29.87126974,29.48955125,0.861633378,0.861320833,0.943757499
239,0.04,0.5,0.25,0.5,0.11,89.94853526,74.3920517,90.32449542,30.02032365,29.36265357,29.13806983,0.848513122,0.846655179,0.932508998
240,0.04,0.5,0.25,0.5,0.12,89.57522765,71.94464113,90.32449542,29.55982513,28.87166517,28.78658841,0.835497306,0.832497812,0.921260498
241,0.04,0.5,0.5,0.125,0,477.1544113,477.1544113,323.5531693,44.53441218,44.53441218,33.00436545,1.258748359,1.284124087,1.056242501
242,0.04,0.5,0.5,0.125,0.001,475.0323143,474.2626572,323.5531693,44.47490068,44.47488315,32.99557841,1.257066289,1.282407602,1.055961289
243,0.04,0.5,0.5,0.125,0.002,472.9262161,471.4220924,323.5531693,44.41565343,44.41558592,32.98679138,1.255391688,1.2806978,1.055680076
244,0.04,0.5,0.5,0.125,0.003,470.8359261,468.6305771,323.5531693,44.35666846,44.3565221,32.97800434,1.2537245,1.278994729,1.055398864
245,0.04,0.5,0.5,0.125,0.004,468.7612991,465.8860817,323.5531693,44.2979438,44.29769294,32.96921731,1.25206467,1.277298424,1.055117651
246,0.04,0.5,0.5,0.125,0.005,466.7021828,463.1867371,323.5531693,44.23947749,44.23909936,32.96043027,1.250412142,1.275608912,1.054836439
247,0.04,0.5,0.5,0.125,0.006,464.6583843,460.5308228,323.5531693,44.18126761,44.18074203,32.95164324,1.248766861,1.273926212,1.054555226
248,0.04,0.5,0.5,0.125,0.007,462.6297512,457.9167175,323.5531693,44.12331226,44.12262137,32.9428562,1.247128775,1.272250336,1.054274014
249,0.04,0.5,0.5,0.125,0.008,460.6161156,455.342886,323.5531693,44.06560955,44.06473759,32.93406917,1.24549783,1.270581291,1.053992801
250,0.04,0.5,0.5,0.125,0.009,458.6173553,452.8079376,323.5531693,44.00815761,44.00709072,32.92528213,1.243873973,1.268919077,1.053711589
251,0.04,0.5,0.5,0.125,0.01,456.6333008,450.3105163,323.5531693,43.9509546,43.94968061,32.91649509,1.242257151,1.267263689,1.053430376
252,0.04,0.5,0.5,0.125,0.011,454.6637735,447.8493948,323.5531693,43.89399868,43.89250699,32.90770806,1.240647313,1.265615121,1.053149164
253,0.04,0.5,0.5,0.125,0.012,452.7086489,445.4233589,323.5531693,43.83728805,43.83556944,32.89892102,1.239044409,1.26397336,1.052867951
254,0.04,0.5,0.5,0.125,0.013,450.7677765,443.0313263,323.5531693,43.78082093,43.77886746,32.89013399,1.237448387,1.262338391,1.052586739
255,0.04,0.5,0.5,0.125,0.014,448.8410034,440.672226,323.5531693,43.72459552,43.7224004,32.88134695,1.235859197,1.260710196,1.052305526
256,0.04,0.5,0.5,0.125,0.015,446.9281998,438.345062,323.5531693,43.66861009,43.66616756,32.87255992,1.23427679,1.259088754,1.052024314
257,0.04,0.5,0.5,0.125,0.02,437.5686302,427.1570415,323.5531693,43.39222237,43.38848681,32.82862474,1.226464795,1.25108199,1.050618251
258,0.04,0.5,0.5,0.125,0.025,428.5374451,416.6442566,323.5531693,43.12158089,43.11651903,32.78468956,1.218815216,1.243239956,1.049212189
259,0.04,0.5,0.5,0.125,0.03,419.8186407,406.7260704,323.5531693,42.85648549,42.8501204,32.74075438,1.211322394,1.235558505,1.047806126
260,0.04,0.5,0.5,0.125,0.035,411.3971443,397.3372803,323.5531693,42.59674567,42.58913482,32.69681921,1.203980946,1.228033136,1.046400064
261,0.04,0.5,0.5,0.125,0.04,403.2588502,388.4241028,323.5531693,42.34218006,42.33340109,32.65288403,1.196785746,1.220659202,1.044994001
262,0.04,0.5,0.5,0.125,0.045,395.3905219,379.9415598,323.5531693,42.09261586,42.08275739,32.60894885,1.189731908,1.213432035,1.043587939
263,0.04,0.5,0.5,0.125,0.05,387.7796631,371.8513646,323.5531693,41.84788828,41.8370438,32.56501367,1.182814775,1.206347026,1.042181876
264,0.04,0.5,0.5,0.125,0.06,373.2841025,356.7209435,323.5531693,41.37232122,41.35978626,32.47714332,1.169373051,1.19258558,1.039369751
265,0.04,0.5,0.5,0.125,0.07,359.6861916,342.8174734,323.5531693,40.91430414,40.90043522,32.38927296,1.156427371,1.179340457,1.036557626
266,0.04,0.5,0.5,0.125,0.08,346.9094083,329.9736787,323.5531693,40.47276372,40.45788107,32.30140261,1.143947398,1.166579664,1.033745501
267,0.04,0.5,0.5,0.125,0.09,334.8854375,318.0561161,323.5531693,40.04671705,40.03109935,32.21353225,1.13190535,1.154273659,1.030933376
268,0.04,0.5,0.5,0.125,0.1,323.5531693,306.9561367,323.5531693,39.63526201,39.61914712,32.1256619,1.120275728,1.142395254,1.028121251
269,0.04,0.5,0.5,0.125,0.11,312.8576889,296.5837345,323.5531693,39.23756889,39.22115709,32.03779154,1.109035082,1.130919441,1.025309126
270,0.04,0.5,0.5,0.125,0.12,302.749661,286.8632584,323.5531693,38.85287308,38.83633117,31.94992119,1.0981618,1.119823208,1.022497001
271,0.04,0.5,0.5,0.2,0,477.1544113,477.1544113,267.3622036,44.53441218,44.53441218,33.00436545,1.258748359,1.284124087,1.056242501
272,0.04,0.5,0.5,0.2,0.001,444.5754953,443.4869614,267.3622036,44.41309198,44.4110607,32.99030619,1.25531929,1.280567318,1.055792561
273,0.04,0.5,0.5,0.2,0.002,444.1225632,440.2411499,267.3622036,44.32343181,44.31648682,32.97624694,1.252785079,1.277840335,1.055342621
274,0.04,0.5,0.5,0.2,0.003,443.6704151,436.2201099,267.3622036,44.23394038,44.22097865,32.96218768,1.250255637,1.275086412,1.054892681
275,0.04,0.5,0.5,0.2,0.004,443.2190489,431.9757233,267.3622036,44.14461727,44.12550996,32.94812842,1.247730953,1.272333627,1.054442741
276,0.04,0.5,0.5,0.2,0.005,442.7684628,427.7316437,267.3622036,44.05546205,44.03048774,32.93406917,1.245211015,1.269593716,1.053992801
277,0.04,0.5,0.5,0.2,0.006,442.3186548,423.5707016,267.3622036,43.96647429,43.93607988,32.92000991,1.242695809,1.26687152,1.053542861
278,0.04,0.5,0.5,0.2,0.007,441.8696232,419.5212326,267.3622036,43.87765358,43.84235716,32.90595065,1.240185325,1.26416908,1.053092921
279,0.04,0.5,0.5,0.2,0.008,441.4213659,415.5901642,267.3622036,43.7889995,43.74934844,32.8918914,1.237679551,1.261487227,1.052642981
280,0.04,0.5,0.5,0.2,0.009,440.9738811,411.7756958,267.3622036,43.70051162,43.65706268,32.87783214,1.235178475,1.25882622,1.052193041
281,0.04,0.5,0.5,0.2,0.01,440.527167,408.0727386,267.3622036,43.61218953,43.56549927,32.86377288,1.232682084,1.256186042,1.051743101
282,0.04,0.5,0.5,0.2,0.011,440.0812216,404.4750328,267.3622036,43.52403282,43.47465249,32.84971362,1.230190368,1.253566527,1.051293161
283,0.04,0.5,0.5,0.2,0.012,439.0436707,400.9761658,267.3622036,43.43605291,43.38451393,32.83565437,1.227703649,1.250967434,1.050843221
284,0.04,0.5,0.5,0.2,0.013,436.1020055,397.5699921,267.3622036,43.34853891,43.29507384,32.82159511,1.225230099,1.248388481,1.050393281
285,0.04,0.5,0.5,0.2,0.014,433.193696,394.2508221,267.3622036,43.26160989,43.20632189,32.80753585,1.222773083,1.245829369,1.049943341
286,0.04,0.5,0.5,0.2,0.015,430.3181915,391.0133934,267.3622036,43.17525924,43.11824734,32.7934766,1.220332414,1.243289791,1.049493401
287,0.04,0.5,0.5,0.2,0.02,416.4151688,375.8993986,267.3622036,42.75195724,42.68766569,32.72318031,1.208367943,1.230874217,1.047243701
288,0.04,0.5,0.5,0.2,0.025,403.2588576,362.2674255,267.3622036,42.34218006,42.2724922,32.65288403,1.196785746,1.218902929,1.044994001
289,0.04,0.5,0.5,0.2,0.03,390.7938685,349.8177185,267.3622036,41.94520914,41.87160993,32.58258775,1.185565512,1.20734372,1.042744301
290,0.04,0.5,0.5,0.2,0.035,378.9700146,338.3446951,267.3622036,41.56037866,41.48404477,32.51229146,1.174688424,1.196168502,1.040494601
291,0.04,0.5,0.5,0.2,0.04,367.7417011,327.6992341,267.3622036,41.18707064,41.10893935,32.44199518,1.164137014,1.185352554,1.038244901
292,0.04,0.5,0.5,0.2,0.045,357.0674458,317.7685356,267.3622036,40.82471061,40.74553205,32.37169889,1.153895044,1.174873914,1.035995201
293,0.04,0.5,0.5,0.2,0.05,346.9094086,308.4642353,267.3622036,40.47276372,40.39313977,32.30140261,1.143947398,1.164712886,1.033745501
294,0.04,0.5,0.5,0.2,0.06,328.0067062,291.4633789,267.3622036,39.79814766,39.71898837,32.16081004,1.12487963,1.145274119,1.029246101
295,0.04,0.5,0.5,0.2,0.07,310.7905731,276.2628783,267.3622036,39.15961334,39.08217757,32.02021747,1.106831698,1.126912047,1.024746701
296,0.04,0.5,0.5,0.2,0.08,295.0561142,262.5525255,267.3622036,38.55399825,38.47908237,31.87962491,1.089714216,1.109522145,1.020247301
297,0.04,0.5,0.5,0.2,0.09,280.6294401,250.0998307,267.3622036,37.9785176,37.9066065,31.73903234,1.073448472,1.093015133,1.0157479
298,0.04,0.5,0.5,0.2,0.1,267.3622036,238.7244406,267.3622036,37.430708,37.36207443,31.59843977,1.057964841,1.077313865,1.0112485
299,0.04,0.5,0.5,0.2,0.11,255.1270571,228.2827907,267.3622036,36.90838112,36.84315267,31.4578472,1.043201468,1.062351055,1.0067491
300,0.04,0.5,0.5,0.2,0.12,243.8141785,218.6582717,267.3622036,36.40958525,36.3477904,31.31725463,1.029103191,1.04806757,1.0022497
301,0.04,0.5,0.5,0.25,0,477.1544113,477.1544113,238.47335,44.53441218,44.53441218,33.00436545,1.258748359,1.284124087,1.056242501
302,0.04,0.5,0.5,0.25,0.001,351.5456032,351.4882308,238.47335,43.8992572,43.89872419,32.98679138,1.240795943,1.26579439,1.055680076
303,0.04,0.5,0.5,0.25,0.002,351.1657797,350.9325065,238.47335,43.80793102,43.80581138,32.96921731,1.238214644,1.263115303,1.055117651
304,0.04,0.5,0.5,0.25,0.003,350.7866534,350.2545781,238.47335,43.71678668,43.71205714,32.95164324,1.235638483,1.260411954,1.054555226
305,0.04,0.5,0.5,0.25,0.004,350.4082224,349.4520407,238.47335,43.62582369,43.6175073,32.93406917,1.233067448,1.257685664,1.053992801
306,0.04,0.5,0.5,0.25,0.005,350.0304849,348.5246396,238.47335,43.53504156,43.52222305,32.91649509,1.230501526,1.254938197,1.053430376
307,0.04,0.5,0.5,0.25,0.006,349.6534391,347.4743042,238.47335,43.44443981,43.42627922,32.89892102,1.227940701,1.252171712,1.052867951
308,0.04,0.5,0.5,0.25,0.007,349.2770832,346.3050633,238.47335,43.35401795,43.32976205,32.88134695,1.225384962,1.249388695,1.052305526
309,0.04,0.5,0.5,0.25,0.008,348.9014155,345.0227623,238.47335,43.26377552,43.23276571,32.86377288,1.222834294,1.246591862,1.051743101
310,0.04,0.5,0.5,0.25,0.009,348.5264341,343.6347675,238.47335,43.17371203,43.13538932,32.84619881,1.220288683,1.24378407,1.051180676
311,0.04,0.5,0.5,0.25,0.01,348.1521374,342.1495457,238.47335,43.083827,43.03773344,32.82862474,1.217748117,1.240968219,1.050618251
312,0.04,0.5,0.5,0.25,0.011,347.7785235,340.5762501,238.47335,42.99411996,42.93989703,32.81105067,1.215212581,1.238147162,1.050055826
313,0.04,0.5,0.5,0.25,0.012,347.4055906,338.9243908,238.47335,42.90459045,42.84197542,32.7934766,1.212682063,1.235323649,1.049493401
314,0.04,0.5,0.5,0.25,0.013,347.0333371,337.2034473,238.47335,42.81523797,42.74405795,32.77590253,1.210156549,1.232500255,1.048930976
315,0.04,0.5,0.5,0.25,0.014,346.6617612,335.4226413,238.47335,42.72606207,42.64622708,32.75832846,1.207636026,1.229679359,1.048368551
316,0.04,0.5,0.5,0.25,0.015,346.2908612,333.5907457,238.47335,42.63706228,42.54855766,32.74075438,1.20512048,1.226863117,1.047806126
317,0.04,0.5,0.5,0.25,0.02,344.446438,323.9278412,238.47335,42.19468866,42.06471285,32.65288403,1.192616957,1.212911731,1.044994001
318,0.04,0.5,0.5,0.25,0.025,342.6186534,313.9343414,238.47335,41.75664838,41.59200688,32.56501367,1.180235913,1.199281527,1.042181876
319,0.04,0.5,0.5,0.25,0.03,340.807296,304.036499,238.47335,41.32288464,41.13304178,32.47714332,1.167975745,1.186047534,1.039369751
320,0.04,0.5,0.5,0.25,0.035,339.0121583,294.4418793,238.47335,40.89334159,40.68867678,32.38927296,1.155834873,1.173234525,1.036557626
321,0.04,0.5,0.5,0.25,0.04,337.233036,285.2413292,238.47335,40.46796432,40.25892382,32.30140261,1.143811745,1.160842846,1.033745501
322,0.04,0.5,0.5,0.25,0.045,334.8854375,276.4662628,238.47335,40.04671705,39.84340047,32.21353225,1.13190535,1.14886147,1.030933376
323,0.04,0.5,0.5,0.25,0.05,323.5531693,268.1184387,238.47335,39.63526201,39.44155144,32.1256619,1.120275728,1.137274385,1.028121251
324,0.04,0.5,0.5,0.25,0.06,302.749661,252.646408,238.47335,38.85287308,38.67637967,31.94992119,1.0981618,1.115211099,1.022497001
325,0.04,0.5,0.5,0.25,0.07,284.1220093,238.6640167,238.47335,38.1197024,37.95843489,31.77418048,1.077439007,1.094509575,1.01687275
326,0.04,0.5,0.5,0.25,0.08,267.362196,225.9923629,238.47335,37.430708,37.28310241,31.59843977,1.057964841,1.075036752,1.0112485
327,0.04,0.5,0.5,0.25,0.09,252.2163315,214.4671774,238.47335,36.78154764,36.64628187,31.42269906,1.039616568,1.056674399,1.00562425
328,0.04,0.5,0.5,0.25,0.1,238.47335,203.9456558,238.47335,36.16845823,36.0443745,31.24695835,1.022287827,1.039318748,1
329,0.04,0.5,0.5,0.25,0.11,225.9565697,194.3057566,238.47335,35.58815982,35.4742273,31.07121764,1.005885911,1.022878882,0.99437575
330,0.04,0.5,0.5,0.25,0.12,214.5170078,185.4436722,238.47335,35.03777832,34.93307281,30.89547693,0.990329586,1.007275004,0.9887515
331,0.04,0.5,0.5,0.5,0,477.1544113,477.1544113,139.7238801,44.53441218,44.53441218,33.00436545,1.258748359,1.284124087,1.056242501
332,0.04,0.5,0.5,0.5,0.001,157.0506267,157.0469814,139.7238801,39.22339401,39.22322423,32.96921731,1.108634434,1.130979046,1.055117651
333,0.04,0.5,0.5,0.5,0.002,156.8575831,156.8428717,139.7238801,39.13596698,39.13528801,32.93406917,1.106163342,1.128443456,1.053992801
334,0.04,0.5,0.5,0.5,0.003,156.6649425,156.6315508,139.7238801,39.04873692,39.04720987,32.89892102,1.103697818,1.125903773,1.052867951
335,0.04,0.5,0.5,0.5,0.004,156.4727038,156.4128261,139.7238801,38.96170325,38.95899009,32.86377288,1.101237844,1.123360007,1.051743101
336,0.04,0.5,0.5,0.5,0.005,156.2808658,156.1865101,139.7238801,38.87486536,38.87062941,32.82862474,1.098783404,1.120812178,1.050618251
337,0.04,0.5,0.5,0.5,0.006,156.0894272,155.9524179,139.7238801,38.78822267,38.78212892,32.7934766,1.096334481,1.118260317,1.049493401
338,0.04,0.5,0.5,0.5,0.007,155.898387,155.7103701,139.7238801,38.70177458,38.69349018,32.75832846,1.093891058,1.11570447,1.048368551
